quid	listNr	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
bc8ba24e-8f31-4805-a4e1-ea8e1bbe4d12	1	``Cabbage'' is one of the first things which come to mind when I hear ``used_in_cooking' because (a/an) cabbage is a typical example of things which are used_in_cooking'. 	``Movie_star'' is one of the first things which come to mind when I hear ``famous' because (a/an) movie_star is a typical example of things which are famous'. 	``Mug'' is one of the first things which come to mind when I hear ``expensive' because (a/an) mug is a typical example of things which are expensive'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	typical_of_property-used_in_cooking-cabbage	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
88e1bc7b-2d37-4667-88f3-3831ba5dd57e	1	Usually, (a/an) cabbage is not used_in_cooking, but there could be a highly unusual situation in which (a/an) cabbage is used_in_cooking.	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	unusual-used_in_cooking-cabbage	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
c4aed386-222d-49a8-9590-3de9c2d0e552	1	I know that being warm is necessary for many things (a/an) headgear does or is used for. 	I know that being pointy is necessary for many things (a/an) needle does or is used for. 	I know that being white is necessary for many things (a/an) t-shirt does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	affording_activity-warm-headgear	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
9f331388-9695-49ff-a4b2-e2607609657b	1	I think it is impossible for (a/an) headgear to be warm.	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	impossible-warm-headgear	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
e9847112-42c2-44cc-be3e-b049e94da16c	1	You can find (a/an) headgear which is warm. (A/an) headgear is usually either warm or not warm. It cannot be a bit more or less warm.	You can find (a/an) substance which is liquid. (A/an) substance is usually either liquid or not liquid. It cannot be a bit more or less liquid.	You can find (a/an) knife which is sharp. (A/an) knife is usually either sharp or not sharp. It cannot be a bit more or less sharp.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	variability_limited-warm-headgear	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
f5e2c3aa-38da-41d4-b522-9539257ef747	1	I could say (a/an) headgear is warm, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	creative-warm-headgear	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
2e4be580-a57e-44f3-985f-08d013ccbb22	1	I know that (a/an) headgear is warm as most or all other things similar to (a/an) headgear are warm. 	I know that (a/an) merlot is alcoholic as most or all other things similar to (a/an) merlot are alcoholic. 	I know that (a/an) lemonade is alcoholic as most or all other things similar to (a/an) lemonade are alcoholic. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	implied_category-warm-headgear	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
866e52d7-2eb7-46f5-98d3-2cf452649a55	1	``Warm'' is one for the first things which come to mind when I hear ``headgear' because warm is one of the typical qualities of (a/an) headgear'.	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	typical_of_concept-warm-headgear	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
2a5a216f-fc81-481c-ae0f-d742f9a2fb55	1	I think (a/an) headgear can be warm, but this is rare or uncommon.	I think (a/an) pizza can be sweet, but this is rare or uncommon.	I think (a/an) pizza can be savory, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	rare-warm-headgear	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
33a74cf6-715e-477f-8ae3-c30a92e34e86	1	You can find (a/an) headgear which is warm. (A/an) headgear is usually either warm, a bit more or less warm or the opposite of warm.	You can find (a/an) soup which is salty. (A/an) soup is usually either salty, a bit more or less salty or the opposite of salty.	You can find (a/an) strawberry which is salty. (A/an) strawberry is usually either salty, a bit more or less salty or the opposite of salty.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	variability_open-warm-headgear	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
8229a7eb-110d-4f4e-a66d-f212e7936b29	1	Usually, (a/an) headgear is not warm, but there could be a highly unusual situation in which (a/an) headgear is warm.	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	unusual-warm-headgear	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
73e42aa0-fdfd-457c-b242-d5ed31e33411	1	``Headgear'' is one of the first things which come to mind when I hear ``warm' because (a/an) headgear is a typical example of things which are warm'. 	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Dress'' is one of the first things which come to mind when I hear ``white' because (a/an) dress is a typical example of things which are white'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	typical_of_property-warm-headgear	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
2be40a22-18ae-44a9-9131-e6c9b1296158	1	I think (a/an) seed can be juicy, but this is rare or uncommon.	I think (a/an) snail can be purple, but this is rare or uncommon.	I think (a/an) bell pepper can be green, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	rare-juicy-seed	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
d1d00228-84b9-4dc5-ac87-cd4c36ca196d	1	``Seed'' is one of the first things which come to mind when I hear ``juicy' because (a/an) seed is a typical example of things which are juicy'. 	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	typical_of_property-juicy-seed	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
38fb7969-707f-4069-b68e-bd3411e51be7	1	You can find (a/an) seed which is juicy. Juicy is one of many possible qualities (a/an) seed usually has. The range of qualities is almost unlimited. 	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	variability_open-juicy-seed	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
c64a5a3c-5034-4b36-b791-ae112bc680b2	1	I could say (a/an) seed is juicy, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	creative-juicy-seed	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
470a1239-7dfd-4e8a-9116-dd9aa0897ea7	1	I know that (a/an) seed is juicy as most or all other things similar to (a/an) seed are juicy. 	I know that (a/an) cotten_candy is sweet as most or all other things similar to (a/an) cotten_candy are sweet. 	I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	implied_category-juicy-seed	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
861ce691-5dae-4da8-b4b2-c03dcc503146	1	You can find (a/an) seed which is juicy. Juicy is one of a few possible qualities (a/an) seed usually has. There is only a limited range of possible qualities.	You can find (a/an) pepper which is red. Red is one of a few possible colors (a/an) pepper usually has. There is only a limited range of possible colors.	You can find (a/an) t-shirt which is red. Red is one of a few possible colors (a/an) t-shirt usually has. There is only a limited range of possible colors.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	variability_limited-juicy-seed	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
cf285d59-5911-4dc7-9263-53af3e0ab726	1	``Juicy'' is one for the first things which come to mind when I hear ``seed' because juicy is one of the typical qualities of (a/an) seed'.	``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.	``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	typical_of_concept-juicy-seed	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
098c4d7a-d653-4dcc-9be2-cd3fe83044d9	1	I know that being juicy is necessary for many things (a/an) seed does or is used for. 	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	affording_activity-juicy-seed	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
74b1d959-49ce-4113-a82a-a983463e5d59	1	I think it is impossible for (a/an) seed to be juicy.	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	impossible-juicy-seed	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
318e6f22-1e11-4a29-8633-4ca21a3abc57	1	Usually, (a/an) seed is not juicy, but there could be a highly unusual situation in which (a/an) seed is juicy.	Usually, (a/an) chocolate is not pink, but there could be a highly unusual situation in which (a/an) chocolate is pink.	Usually, (a/an) chocolate is not brown, but there could be a highly unusual situation in which (a/an) chocolate is brown.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	unusual-juicy-seed	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
96bfaf04-1ec2-4309-a029-b2257b85c406	1	``Blue'' is one for the first things which come to mind when I hear ``fir' because blue is one of the typical colors of (a/an) fir'.	``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.	``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	typical_of_concept-blue-fir	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
3defce8c-473f-4daf-876e-bda3eb2f5f36	1	I could say (a/an) fir is blue, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	creative-blue-fir	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
8f476cf0-5a67-4fbc-b979-b4f27033d3c5	1	You can find (a/an) fir which is blue. Blue is one of a few possible colors (a/an) fir usually has. There is only a limited range of possible colors.	You can find (a/an) apple which is green. Green is one of a few possible colors (a/an) apple usually has. There is only a limited range of possible colors.	You can find (a/an) car which is white. White is one of a few possible colors (a/an) car usually has. There is only a limited range of possible colors.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	variability_limited-blue-fir	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
3290ba76-09db-4265-b4ee-2b8d19130956	1	Usually, (a/an) fir is not blue, but there could be a highly unusual situation in which (a/an) fir is blue.	Usually, (a/an) dog is not green, but there could be a highly unusual situation in which (a/an) dog is green.	Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	unusual-blue-fir	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
8a6a178a-8525-481e-be68-f93ed3e1f609	1	I think (a/an) fir can be blue, but this is rare or uncommon.	I think (a/an) rose can be black, but this is rare or uncommon.	I think (a/an) rose can be yellow, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	rare-blue-fir	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
5adb72ce-2e9c-4314-9f10-5d565c8333c7	1	I know that being blue is necessary for many things (a/an) fir does or is used for. 	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	affording_activity-blue-fir	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
a6d7a310-74d9-4ec0-8957-c2e466c26cfc	1	``Fir'' is one of the first things which come to mind when I hear ``blue' because (a/an) fir is a typical example of things which are blue'. 	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	typical_of_property-blue-fir	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
b4e85e28-b664-45dc-a1a2-18f6ee3420b0	1	I think it is impossible for (a/an) fir to be blue.	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	impossible-blue-fir	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
d39c440f-9b31-4ec1-9c34-4fabad4a8955	1	I know that (a/an) fir is blue as most or all other things similar to (a/an) fir are blue. 	I know that (a/an) cotten_candy is sweet as most or all other things similar to (a/an) cotten_candy are sweet. 	I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	implied_category-blue-fir	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
e3f1f5bc-ac70-4abb-9eb4-c8ec4b1af768	1	You can find (a/an) fir which is blue. Blue is one of many possible colors (a/an) fir usually has. The range of colors is almost unlimited. 	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	variability_open-blue-fir	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
3a40ee50-bace-42b2-b8fb-f334f38c17b4	1	I know that (a/an) pork is juicy as most or all other things similar to (a/an) pork are juicy. 	I know that (a/an) wine is liquid as most or all other things similar to (a/an) wine are liquid. 	I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	implied_category-juicy-pork	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
58ea51d2-a48a-4d08-9445-0a6da100c1c1	1	``Juicy'' is one for the first things which come to mind when I hear ``pork' because juicy is one of the typical qualities of (a/an) pork'.	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	typical_of_concept-juicy-pork	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
16ac286a-11a0-49e4-8869-aedbecd1c7e9	1	I think (a/an) pork can be juicy, but this is rare or uncommon.	I think (a/an) snail can be purple, but this is rare or uncommon.	I think (a/an) bell pepper can be green, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	rare-juicy-pork	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
e96b8ae7-8e4c-4699-843d-64016a890021	1	You can find (a/an) pork which is juicy. Juicy is one of a few possible qualities (a/an) pork usually has. There is only a limited range of possible qualities.	You can find (a/an) apple which is green. Green is one of a few possible colors (a/an) apple usually has. There is only a limited range of possible colors.	You can find (a/an) car which is white. White is one of a few possible colors (a/an) car usually has. There is only a limited range of possible colors.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	variability_limited-juicy-pork	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
1d5ed0f4-e067-4cb2-ae70-77e6809011ce	1	I could say (a/an) pork is juicy, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	creative-juicy-pork	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
8d986968-15b7-4938-a2b3-dd4da438af34	1	I know that being juicy is necessary for many things (a/an) pork does or is used for. 	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	affording_activity-juicy-pork	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
9690846b-23d1-4137-ba66-25e01208f1ce	1	I think it is impossible for (a/an) pork to be juicy.	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	impossible-juicy-pork	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
b4c7e872-41ef-4c08-9dec-785699308faf	1	``Pork'' is one of the first things which come to mind when I hear ``juicy' because (a/an) pork is a typical example of things which are juicy'. 	``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. 	``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=117BFCA6	typical_of_property-juicy-pork	Agree or disagree (run5_pilot-experiment3-batch6-70-70)
