quid	listNr	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
fadc9381-bb28-40c0-ada8-2c7d40bc2f35	1	I know that (a/an) lark is blue as most or all other things similar to (a/an) lark are blue. 	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 	5_pilot	1	https://piasommerauer.github.io/annotation	implied_category-blue-lark	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
e42c137b-addc-4f75-977e-1bd0c32dc1c7	1	You can find (a/an) lark which is blue. Blue is one of many possible colors (a/an) lark usually has. The range of colors is almost unlimited. 	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 	5_pilot	1	https://piasommerauer.github.io/annotation	variability_open-blue-lark	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
6c22fad1-0a77-4fc7-b927-d1565bee88ea	1	You can find (a/an) lark which is blue. Blue is one of a few possible colors (a/an) lark usually has. There is only a limited range of possible colors.	You can find (a/an) apple which is green. Green is one of a few possible colors (a/an) apple usually has. There is only a limited range of possible colors.	You can find (a/an) car which is white. White is one of a few possible colors (a/an) car usually has. There is only a limited range of possible colors.	5_pilot	1	https://piasommerauer.github.io/annotation	variability_limited-blue-lark	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
check1	1	I am still paying attention to this task.	The earth is round. 	The earth is flat.	5_pilot	1	https://piasommerauer.github.io/annotation	_check-_check1-_check1	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
test1	1	``Yellow'' is one for the first things which come to mind when I hear ``canary' because yellow is one of the typical colors of (a/an) canary'.	``Blue'' is one for the first things which come to mind when I hear ``sky' because blue is one of the typical colors of (a/an) sky'.	``Orange'' is one for the first things which come to mind when I hear ``milk'' because orange is one of the typical colors of (a/an) milk'.	5_pilot	1	https://piasommerauer.github.io/annotation	test_true-_test1-_test1	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
6230bb54-a242-43c9-9985-aa812dc478ed	2	``Tablespoon'' is one of the first things which come to mind when I hear ``used_in_cooking' because (a/an) tablespoon is a typical example of things which are used_in_cooking'. 	``Movie_star'' is one of the first things which come to mind when I hear ``famous' because (a/an) movie_star is a typical example of things which are famous'. 	``Mug'' is one of the first things which come to mind when I hear ``expensive' because (a/an) mug is a typical example of things which are expensive'. 	5_pilot	1	https://piasommerauer.github.io/annotation	typical_of_property-used_in_cooking-tablespoon	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
ef157e0c-53d2-4f53-8cbb-5958732c1a8c	2	I think (a/an) tablespoon can be used_in_cooking, but this is rare or uncommon.	I think (a/an) snail can be purple, but this is rare or uncommon.	I think (a/an) bell_pepper can be green, but this is rare or uncommon.	5_pilot	1	https://piasommerauer.github.io/annotation	rare-used_in_cooking-tablespoon	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
0943900f-d766-4a4d-aa95-e375ef5065b0	2	You can find (a/an) tablespoon which is used_in_cooking. Used_in_cooking is one of many possible uses (a/an) tablespoon usually has. The range of uses is almost unlimited. 	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 	5_pilot	1	https://piasommerauer.github.io/annotation	variability_open-used_in_cooking-tablespoon	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
85363fa5-8778-440c-85aa-5a04f9e7d3a6	2	I know that (a/an) tablespoon is used_in_cooking as most or all other things similar to (a/an) tablespoon are used_in_cooking. 	I know that (a/an) merlot is alcoholic as most or all other things similar to (a/an) merlot are alcoholic. 	I know that (a/an) lemonade is alcoholic as most or all other things similar to (a/an) lemonade are alcoholic. 	5_pilot	1	https://piasommerauer.github.io/annotation	implied_category-used_in_cooking-tablespoon	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
b3e0c3ad-aa4e-4c2c-836c-9128b1f5605a	2	I could say (a/an) tablespoon is used_in_cooking, but I would most certainly not mean it literally.	"I could say (a/an) computer is dying, but I would most certainly not mean it literally.
I could say (a/an) idea is alive, but I would most certainly not mean it literally.
I could say (a/an) thought is toxic, but I would most certainly not mean it literally."	"I could say (a/an) pet is dying, but I would most certainly not mean it literally.
I could say (a/an) dog is alive, but I would most certainly not mean it literally.
I could say (a/an) substance is toxic, but I would most certainly not mean it literally."	5_pilot	1	https://piasommerauer.github.io/annotation	creative-used_in_cooking-tablespoon	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
d1a3ef86-6b04-4bec-bfd9-0f272856762f	2	``Used_in_cooking'' is one for the first things which come to mind when I hear ``tablespoon' because used_in_cooking is one of the typical uses of (a/an) tablespoon'.	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.	5_pilot	1	https://piasommerauer.github.io/annotation	typical_of_concept-used_in_cooking-tablespoon	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
0a19734b-e9af-4061-8bfc-fcdecf0fd80f	2	I know that being used_in_cooking is necessary for many things (a/an) tablespoon does or is used for. 	I know that being pointy is necessary for many things (a/an) needle does or is used for. 	I know that being white is necessary for many things (a/an) t-shirt does or is used for. 	5_pilot	1	https://piasommerauer.github.io/annotation	affording_activity-used_in_cooking-tablespoon	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
6489feef-6413-436e-a066-a5f40ee9d656	2	You can find (a/an) tablespoon which is used_in_cooking. Used_in_cooking is one of a few possible uses (a/an) tablespoon usually has. There is only a limited range of possible uses.	You can find (a/an) rose which is white. White is one of a few possible colors (a/an) rose usually has. There is only a limited range of possible colors.	You can find (a/an) mug which is blue. Blue is one of a few possible colors (a/an) mug usually has. There is only a limited range of possible colors.	5_pilot	1	https://piasommerauer.github.io/annotation	variability_limited-used_in_cooking-tablespoon	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
f91d9843-6102-4f67-bc80-88725848ad9a	2	Usually, (a/an) tablespoon is not used_in_cooking, but there could be a highly unusual situation in which (a/an) tablespoon is used_in_cooking.	Usually, (a/an) beer is not green, but there could be a highly unusual situation in which (a/an) beer is green.	Usually, (a/an) beer is not brown, but there could be a highly unusual situation in which (a/an) beer is brown.	5_pilot	1	https://piasommerauer.github.io/annotation	unusual-used_in_cooking-tablespoon	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
8965d253-b448-43a0-b7b1-2f5b66b09e5b	2	I think it is impossible for (a/an) tablespoon to be used_in_cooking.	I think it is impossible for (a/an) stone to be intelligent.	I think it is impossible for (a/an) doctor to be sick.	5_pilot	1	https://piasommerauer.github.io/annotation	impossible-used_in_cooking-tablespoon	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
b15af7a8-3d0f-4af7-8689-51ad5db1bb73	2	I could say (a/an) parrotfish is blue, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	5_pilot	1	https://piasommerauer.github.io/annotation	creative-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
0a3a3188-8724-46d5-a818-6a7bfc4bea60	2	I think it is impossible for (a/an) parrotfish to be blue.	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.	5_pilot	1	https://piasommerauer.github.io/annotation	impossible-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
1f9e5d76-a9ab-4f3a-b16a-5db0e650d976	2	I know that being blue is necessary for many things (a/an) parrotfish does or is used for. 	I know that being pointy is necessary for many things (a/an) needle does or is used for. 	I know that being white is necessary for many things (a/an) t-shirt does or is used for. 	5_pilot	1	https://piasommerauer.github.io/annotation	affording_activity-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
29835af8-fff1-4916-8e64-32ed70dff38e	2	``Blue'' is one for the first things which come to mind when I hear ``parrotfish' because blue is one of the typical colors of (a/an) parrotfish'.	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.	5_pilot	1	https://piasommerauer.github.io/annotation	typical_of_concept-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
bad671f6-f4fa-4e9d-aa3a-b8d04bcacb17	2	``Parrotfish'' is one of the first things which come to mind when I hear ``blue' because (a/an) parrotfish is a typical example of things which are blue'. 	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. 	5_pilot	1	https://piasommerauer.github.io/annotation	typical_of_property-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
ab0c40ab-b5e6-446f-b810-26a0ce44abb0	2	I think (a/an) parrotfish can be blue, but this is rare or uncommon.	I think (a/an) tomato can be yellow, but this is rare or uncommon.	I think (a/an) grizzly bear can be grey, but this is rare or uncommon.	5_pilot	1	https://piasommerauer.github.io/annotation	rare-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
06cb58bc-183d-439a-af61-07c74955bb3c	2	Usually, (a/an) parrotfish is not blue, but there could be a highly unusual situation in which (a/an) parrotfish is blue.	Usually, (a/an) chocolate is not pink, but there could be a highly unusual situation in which (a/an) chocolate is pink.	Usually, (a/an) chocolate is not brown, but there could be a highly unusual situation in which (a/an) chocolate is brown.	5_pilot	1	https://piasommerauer.github.io/annotation	unusual-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
c63d8e17-d568-4c14-8ebe-968f6515414d	2	I know that (a/an) parrotfish is blue as most or all other things similar to (a/an) parrotfish are blue. 	I know that (a/an) cotten_candy is sweet as most or all other things similar to (a/an) cotten_candy are sweet. 	I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. 	5_pilot	1	https://piasommerauer.github.io/annotation	implied_category-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
f5af5d6a-f7ad-4579-8183-55e1133298c5	2	You can find (a/an) parrotfish which is blue. Blue is one of many possible colors (a/an) parrotfish usually has. The range of colors is almost unlimited. 	You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt usually has. The range of colors is almost unlimited. 	You can find (a/an) pepper which is green. Green is one of many possible colors (a/an) pepper usually has. The range of colors is almost unlimited. 	5_pilot	1	https://piasommerauer.github.io/annotation	variability_open-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
6c28aa31-5942-4226-85a7-3e2a22bf2a64	2	You can find (a/an) parrotfish which is blue. Blue is one of a few possible colors (a/an) parrotfish usually has. There is only a limited range of possible colors.	You can find (a/an) apple which is green. Green is one of a few possible colors (a/an) apple usually has. There is only a limited range of possible colors.	You can find (a/an) car which is white. White is one of a few possible colors (a/an) car usually has. There is only a limited range of possible colors.	5_pilot	1	https://piasommerauer.github.io/annotation	variability_limited-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
check3	2	I am still focused on this task.	France is a country.	Amsterdam is a country.	5_pilot	1	https://piasommerauer.github.io/annotation	_check-_check3-_check3	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
test3	2	You can find (a/an) chocolate which is white. White is one of a few possible colors (a/an) chocolate usually has. There is only a limited range of possible colors.	You can find (a/an) banana which is green. Green is one of a few possible colors (a/an) banana usually has. There is only a limited range of possible colors.	You can find (a/an) swan which is green. Green is one of a few possible colors (a/an) swan usually has. There is only a limited range of possible colors.	5_pilot	1	https://piasommerauer.github.io/annotation	test_true-_test3-_test	Agree or disagree (run5_pilot-experiment3-batchTEST-20-20)
