property	label	certainty	concept	collection	sources	quid	relation	question	prop_pos	concept_pos	prop_neg	concept_neg	example_pos	example_neg
warm	pos	certain	water	perceptual	conceptnet manually_included	322354bd-b8fd-4d51-b1cf-55b33549f8f8	variability_limited	You can find (a/an) water which is warm. (A/an) water is usually either warm or not warm. It cannot be a bit more or less warm.	solid	substance	soft	cushion	You can find (a/an) substance which is solid. (A/an) substance is usually either solid or not solid. It cannot be a bit more or less solid.	You can find (a/an) cushion which is soft. (A/an) cushion is usually either soft or not soft. It cannot be a bit more or less soft.
warm	pos	certain	water	perceptual	conceptnet manually_included	29d18fdb-dbd2-4719-8802-e3ffd4075a3a	variability_open	You can find (a/an) water which is warm. (A/an) water is usually either warm, a bit more or less warm or the opposite of warm.	sharp	knife	solid	substance	You can find (a/an) knife which is sharp. (A/an) knife is usually either sharp, a bit more or less sharp or the opposite of sharp.	You can find (a/an) substance which is solid. (A/an) substance is usually either solid, a bit more or less solid or the opposite of solid.
warm	neg	certain	bikini	perceptual	manually_included	5890456d-1de8-4c0f-8178-13915a474546	creative	I could say (a/an) bikini is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	neg	certain	bikini	perceptual	manually_included	a0e9240e-25b5-4656-9f52-95d0994e017d	rare	I think (a/an) bikini can be warm, but this is rare or uncommon.	salty	chocolate	salty	cherry	I think (a/an) chocolate can be salty, but this is rare or uncommon.	I think (a/an) cherry can be salty, but this is rare or uncommon.
warm	neg	certain	bikini	perceptual	manually_included	afb9ab54-dd3a-488a-a315-ebae799efcdf	impossible	I think it is impossible for (a/an) bikini to be warm.	solid	steam	orange	flame	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.
warm	neg	certain	bikini	perceptual	manually_included	0a8d8f87-d14e-4f47-93cc-b73f4964a804	unusual	Usually, (a/an) bikini is not warm, but there could be a highly unusual situation in which (a/an) bikini is warm.	melting	clock	melting	ice cream	Usually, (a/an) clock is not melting, but there could be a highly unusual situation in which (a/an) clock is melting.	Usually, (a/an) ice cream is not melting, but there could be a highly unusual situation in which (a/an) ice cream is melting.
warm	neg	certain	idea	perceptual	manually_included	4dd4f8e7-e3af-4670-9624-f02608ef51cb	creative	I could say (a/an) idea is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	neg	certain	idea	perceptual	manually_included	5096ecd7-9ffb-4754-bfee-c99c5fca1bda	rare	I think (a/an) idea can be warm, but this is rare or uncommon.	spicy	cake	transparent	window	I think (a/an) cake can be spicy, but this is rare or uncommon.	I think (a/an) window can be transparent, but this is rare or uncommon.
warm	neg	certain	idea	perceptual	manually_included	756f428c-21ef-4f00-9af3-1944f4cc2c86	impossible	I think it is impossible for (a/an) idea to be warm.	frozen	flame	light	book	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.
warm	neg	certain	idea	perceptual	manually_included	25f22bf3-3208-465f-9480-f6cba588577b	unusual	Usually, (a/an) idea is not warm, but there could be a highly unusual situation in which (a/an) idea is warm.	blue	pony	sharp	razor	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.
warm	neg	certain	ice	perceptual	conceptnet manually_included	0444a5ad-8fe4-4717-9e36-b16ea1181e3f	creative	I could say (a/an) ice is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	neg	certain	ice	perceptual	conceptnet manually_included	723464b1-7c9d-4a01-847f-1c51e6755319	rare	I think (a/an) ice can be warm, but this is rare or uncommon.	sweet	pizza	savory	pizza	I think (a/an) pizza can be sweet, but this is rare or uncommon.	I think (a/an) pizza can be savory, but this is rare or uncommon.
warm	neg	certain	ice	perceptual	conceptnet manually_included	044df588-a00e-410d-8b66-757fc651aa13	impossible	I think it is impossible for (a/an) ice to be warm.	frozen	flame	light	book	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.
warm	neg	certain	ice	perceptual	conceptnet manually_included	f15531a2-ebba-424f-b989-e854325bc64c	unusual	Usually, (a/an) ice is not warm, but there could be a highly unusual situation in which (a/an) ice is warm.	blue	pony	sharp	razor	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.
warm	neg	certain	basement	perceptual	mcrae	7f8ab898-54bc-4cfb-b6da-bc7422deb3b7	creative	I could say (a/an) basement is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	neg	certain	basement	perceptual	mcrae	5fb9c076-cd6e-4e26-9162-2347b68417af	rare	I think (a/an) basement can be warm, but this is rare or uncommon.	sweet	pizza	savory	pizza	I think (a/an) pizza can be sweet, but this is rare or uncommon.	I think (a/an) pizza can be savory, but this is rare or uncommon.
warm	neg	certain	basement	perceptual	mcrae	2c5fd405-275d-4717-917a-bd941ec8966d	impossible	I think it is impossible for (a/an) basement to be warm.	dry	water	white	rose	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.
warm	neg	certain	basement	perceptual	mcrae	19bcc2c4-6a82-40a2-9fdb-abee0b017a6e	unusual	Usually, (a/an) basement is not warm, but there could be a highly unusual situation in which (a/an) basement is warm.	blue	pony	sharp	razor	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.
warm	neg	not_certain	nose	perceptual	conceptnet	556772fb-8225-4251-9b05-9e0f8b1eb880	implied_category	I know that (a/an) nose is warm as most or all other things similar to (a/an) nose are warm. 	sweet	chocoloate_cake	transparent	table	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 
warm	neg	not_certain	nose	perceptual	conceptnet	02181e65-ef8a-4bc0-a3a2-73fb930570e7	typical_of_property	``Nose'' is one of the first things which come to mind when I hear ``warm' because (a/an) nose is a typical example of things which are warm'. 	white	snow	grey	water	``Snow'' is one of the first things which come to mind when I hear ``white' because (a/an) snow is a typical example of things which are white'. 	``Water'' is one of the first things which come to mind when I hear ``grey' because (a/an) water is a typical example of things which are grey'. 
warm	neg	not_certain	nose	perceptual	conceptnet	6cbccdf8-6c55-4800-b1be-ef8614224e16	affording_activity	I know that being warm is necessary for many things (a/an) nose does or is used for. 	bright	flashlight	grey	car	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 
warm	neg	not_certain	nose	perceptual	conceptnet	8c106800-6a9e-4d30-970f-0dea883f68a9	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``nose' because warm is one of the typical qualities of (a/an) nose'.	heavy	rock	bright	mug	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical qualities of (a/an) rock'.	``Bright'' is one for the first things which come to mind when I hear ``mug' because bright is one of the typical appearances of (a/an) mug'.
warm	neg	not_certain	nose	perceptual	conceptnet	346caaf5-516a-4e03-89e5-9e000c162a4e	variability_limited	You can find (a/an) nose which is warm. (A/an) nose is usually either warm or not warm. It cannot be a bit more or less warm.	solid	substance	soft	cushion	You can find (a/an) substance which is solid. (A/an) substance is usually either solid or not solid. It cannot be a bit more or less solid.	You can find (a/an) cushion which is soft. (A/an) cushion is usually either soft or not soft. It cannot be a bit more or less soft.
warm	neg	not_certain	nose	perceptual	conceptnet	3c81e04b-59a7-4954-9236-837f5f9c2f73	variability_open	You can find (a/an) nose which is warm. (A/an) nose is usually either warm, a bit more or less warm or the opposite of warm.	bitter	chocolate	soft	diamond	You can find (a/an) chocolate which is bitter. (A/an) chocolate is usually either bitter, a bit more or less bitter or the opposite of bitter.	You can find (a/an) diamond which is soft. (A/an) diamond is usually either soft, a bit more or less soft or the opposite of soft.
warm	neg	not_certain	nose	perceptual	conceptnet	72a5adb7-8e6b-4fd9-bcb1-3b795bbf6834	creative	I could say (a/an) nose is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	neg	not_certain	nose	perceptual	conceptnet	677e911b-e218-4f81-a3b5-5594e56029f2	rare	I think (a/an) nose can be warm, but this is rare or uncommon.	sweet	pizza	savory	pizza	I think (a/an) pizza can be sweet, but this is rare or uncommon.	I think (a/an) pizza can be savory, but this is rare or uncommon.
warm	neg	not_certain	nose	perceptual	conceptnet	c41a1e1f-a487-45a8-a88a-b302ac8093f5	impossible	I think it is impossible for (a/an) nose to be warm.	frozen	flame	light	book	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.
warm	neg	not_certain	nose	perceptual	conceptnet	ebed0476-a8d2-474a-9346-4922723e3c60	unusual	Usually, (a/an) nose is not warm, but there could be a highly unusual situation in which (a/an) nose is warm.	furry	table	furry	cat	Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.	Usually, (a/an) cat is not furry, but there could be a highly unusual situation in which (a/an) cat is furry.
warm	neg	not_certain	icicle	perceptual	conceptnet	12deed83-d1c7-4da8-8701-e03c9d2959d7	implied_category	I know that (a/an) icicle is warm as most or all other things similar to (a/an) icicle are warm. 	alcoholic	merlot	alcoholic	lemonade	I know that (a/an) merlot is alcoholic as most or all other things similar to (a/an) merlot are alcoholic. 	I know that (a/an) lemonade is alcoholic as most or all other things similar to (a/an) lemonade are alcoholic. 
warm	neg	not_certain	icicle	perceptual	conceptnet	ed5b698f-71b4-4ea6-b4dc-d727258dc925	typical_of_property	``Icicle'' is one of the first things which come to mind when I hear ``warm' because (a/an) icicle is a typical example of things which are warm'. 	light	feather	bright	mug	``Feather'' is one of the first things which come to mind when I hear ``light' because (a/an) feather is a typical example of things which are light'. 	``Mug'' is one of the first things which come to mind when I hear ``bright' because (a/an) mug is a typical example of things which are bright'. 
warm	neg	not_certain	icicle	perceptual	conceptnet	0652df83-5266-4db5-80e3-aec7c6bb2f37	affording_activity	I know that being warm is necessary for many things (a/an) icicle does or is used for. 	bright	flashlight	grey	car	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 
warm	neg	not_certain	icicle	perceptual	conceptnet	60723067-e652-4944-ae69-7d771e976901	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``icicle' because warm is one of the typical qualities of (a/an) icicle'.	spicy	chili_pepper	sweet	spinach	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.
warm	neg	not_certain	icicle	perceptual	conceptnet	f974debb-7146-4f6f-ba3b-13e6b2a85a49	variability_limited	You can find (a/an) icicle which is warm. (A/an) icicle is usually either warm or not warm. It cannot be a bit more or less warm.	frozen	pea	salty	soup	You can find (a/an) pea which is frozen. (A/an) pea is usually either frozen or not frozen. It cannot be a bit more or less frozen.	You can find (a/an) soup which is salty. (A/an) soup is usually either salty or not salty. It cannot be a bit more or less salty.
warm	neg	not_certain	icicle	perceptual	conceptnet	d3d82c3c-45fa-4c4c-8bcb-f7c4a26f13dc	variability_open	You can find (a/an) icicle which is warm. (A/an) icicle is usually either warm, a bit more or less warm or the opposite of warm.	bitter	chocolate	soft	diamond	You can find (a/an) chocolate which is bitter. (A/an) chocolate is usually either bitter, a bit more or less bitter or the opposite of bitter.	You can find (a/an) diamond which is soft. (A/an) diamond is usually either soft, a bit more or less soft or the opposite of soft.
warm	neg	not_certain	icicle	perceptual	conceptnet	3c19eb61-bc87-4a0d-8094-a4e537f60208	creative	I could say (a/an) icicle is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	neg	not_certain	icicle	perceptual	conceptnet	fa572816-d365-442b-b420-2684bb05f92d	rare	I think (a/an) icicle can be warm, but this is rare or uncommon.	spicy	cake	transparent	window	I think (a/an) cake can be spicy, but this is rare or uncommon.	I think (a/an) window can be transparent, but this is rare or uncommon.
warm	neg	not_certain	icicle	perceptual	conceptnet	224f5429-afff-481c-a137-4c630bc15656	impossible	I think it is impossible for (a/an) icicle to be warm.	solid	steam	orange	flame	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.
warm	neg	not_certain	icicle	perceptual	conceptnet	e2e59938-8125-481c-811b-39bce63114d9	unusual	Usually, (a/an) icicle is not warm, but there could be a highly unusual situation in which (a/an) icicle is warm.	furry	table	furry	cat	Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.	Usually, (a/an) cat is not furry, but there could be a highly unusual situation in which (a/an) cat is furry.
warm	neg	not_certain	dad	perceptual	conceptnet	fe06725d-fae9-49b5-b146-074a2738c510	implied_category	I know that (a/an) dad is warm as most or all other things similar to (a/an) dad are warm. 	liquid	wine	liquid	bread	I know that (a/an) wine is liquid as most or all other things similar to (a/an) wine are liquid. 	I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. 
warm	neg	not_certain	dad	perceptual	conceptnet	99c45c76-53e0-4d29-8bfd-e70454687dcb	typical_of_property	``Dad'' is one of the first things which come to mind when I hear ``warm' because (a/an) dad is a typical example of things which are warm'. 	colorful	rainbow	white	dress	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Dress'' is one of the first things which come to mind when I hear ``white' because (a/an) dress is a typical example of things which are white'. 
warm	neg	not_certain	dad	perceptual	conceptnet	cd51cf24-8421-4a62-8053-7128c7cec496	affording_activity	I know that being warm is necessary for many things (a/an) dad does or is used for. 	bright	flashlight	grey	car	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 
warm	neg	not_certain	dad	perceptual	conceptnet	269e128f-bba7-4a1e-8ba3-08f86c5b1a40	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``dad' because warm is one of the typical qualities of (a/an) dad'.	bitter	coffee	salty	beer	``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.	``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.
warm	neg	not_certain	dad	perceptual	conceptnet	2d6989c1-b45f-4062-8b22-61c93e413425	variability_limited	You can find (a/an) dad which is warm. (A/an) dad is usually either warm or not warm. It cannot be a bit more or less warm.	frozen	pea	salty	soup	You can find (a/an) pea which is frozen. (A/an) pea is usually either frozen or not frozen. It cannot be a bit more or less frozen.	You can find (a/an) soup which is salty. (A/an) soup is usually either salty or not salty. It cannot be a bit more or less salty.
warm	neg	not_certain	dad	perceptual	conceptnet	012ebb58-b086-435a-a181-49e5db3e0226	variability_open	You can find (a/an) dad which is warm. (A/an) dad is usually either warm, a bit more or less warm or the opposite of warm.	bitter	chocolate	soft	diamond	You can find (a/an) chocolate which is bitter. (A/an) chocolate is usually either bitter, a bit more or less bitter or the opposite of bitter.	You can find (a/an) diamond which is soft. (A/an) diamond is usually either soft, a bit more or less soft or the opposite of soft.
warm	neg	not_certain	dad	perceptual	conceptnet	1d4748c8-5375-4016-adc2-2b2ae6e8ff53	creative	I could say (a/an) dad is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	neg	not_certain	dad	perceptual	conceptnet	a2a48004-e41d-4f74-b6fa-8aca29cd4d44	rare	I think (a/an) dad can be warm, but this is rare or uncommon.	sweet	pizza	savory	pizza	I think (a/an) pizza can be sweet, but this is rare or uncommon.	I think (a/an) pizza can be savory, but this is rare or uncommon.
warm	neg	not_certain	dad	perceptual	conceptnet	ec5d4151-84ac-4ee6-88b2-d0c2be6b40b4	impossible	I think it is impossible for (a/an) dad to be warm.	frozen	flame	light	book	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.
warm	neg	not_certain	dad	perceptual	conceptnet	98264c0f-8809-451d-9a83-34489fc29bb3	unusual	Usually, (a/an) dad is not warm, but there could be a highly unusual situation in which (a/an) dad is warm.	furry	table	furry	cat	Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.	Usually, (a/an) cat is not furry, but there could be a highly unusual situation in which (a/an) cat is furry.
warm	neg	not_certain	telephone	perceptual	conceptnet	6a71eaca-852e-4062-acef-12a209862973	implied_category	I know that (a/an) telephone is warm as most or all other things similar to (a/an) telephone are warm. 	liquid	wine	liquid	bread	I know that (a/an) wine is liquid as most or all other things similar to (a/an) wine are liquid. 	I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. 
warm	neg	not_certain	telephone	perceptual	conceptnet	38f1baaa-d92e-4342-a233-b6c70a2c80df	typical_of_property	``Telephone'' is one of the first things which come to mind when I hear ``warm' because (a/an) telephone is a typical example of things which are warm'. 	small	mouse	small	dog	``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. 	``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. 
warm	neg	not_certain	telephone	perceptual	conceptnet	4d4d3cad-6b77-4c52-b964-dfcfb440ce69	affording_activity	I know that being warm is necessary for many things (a/an) telephone does or is used for. 	bright	flashlight	grey	car	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 
warm	neg	not_certain	telephone	perceptual	conceptnet	6088b8c7-e635-4abb-bc4d-18571ff45522	typical_of_concept	``Warm'' is one for the first things which come to mind when I hear ``telephone' because warm is one of the typical qualities of (a/an) telephone'.	heavy	rock	bright	mug	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical qualities of (a/an) rock'.	``Bright'' is one for the first things which come to mind when I hear ``mug' because bright is one of the typical appearances of (a/an) mug'.
warm	neg	not_certain	telephone	perceptual	conceptnet	2326cb64-181e-492a-b387-f38647404bd5	variability_limited	You can find (a/an) telephone which is warm. (A/an) telephone is usually either warm or not warm. It cannot be a bit more or less warm.	solid	substance	soft	cushion	You can find (a/an) substance which is solid. (A/an) substance is usually either solid or not solid. It cannot be a bit more or less solid.	You can find (a/an) cushion which is soft. (A/an) cushion is usually either soft or not soft. It cannot be a bit more or less soft.
warm	neg	not_certain	telephone	perceptual	conceptnet	ceb745b0-bb81-422d-b59b-583000cbb9ee	variability_open	You can find (a/an) telephone which is warm. (A/an) telephone is usually either warm, a bit more or less warm or the opposite of warm.	bitter	chocolate	soft	diamond	You can find (a/an) chocolate which is bitter. (A/an) chocolate is usually either bitter, a bit more or less bitter or the opposite of bitter.	You can find (a/an) diamond which is soft. (A/an) diamond is usually either soft, a bit more or less soft or the opposite of soft.
warm	neg	not_certain	telephone	perceptual	conceptnet	56ed727f-c788-48d6-8e28-dcefa47f7651	creative	I could say (a/an) telephone is warm, but I would most certainly not mean it literally.	"hot
cold
dark"	"anger
person
story"	"hot
heavy
liquid"	"fire
stone
argument"	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."
warm	neg	not_certain	telephone	perceptual	conceptnet	b6bec56e-5c0d-4071-b53f-39e5fcd160da	rare	I think (a/an) telephone can be warm, but this is rare or uncommon.	salty	chocolate	salty	cherry	I think (a/an) chocolate can be salty, but this is rare or uncommon.	I think (a/an) cherry can be salty, but this is rare or uncommon.
warm	neg	not_certain	telephone	perceptual	conceptnet	0872a1a3-e9e8-4aa7-a076-a664133ab07c	impossible	I think it is impossible for (a/an) telephone to be warm.	dry	water	white	rose	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.
warm	neg	not_certain	telephone	perceptual	conceptnet	df48ab66-3506-4b0b-87c8-db3275a6d6e3	unusual	Usually, (a/an) telephone is not warm, but there could be a highly unusual situation in which (a/an) telephone is warm.	melting	clock	melting	ice cream	Usually, (a/an) clock is not melting, but there could be a highly unusual situation in which (a/an) clock is melting.	Usually, (a/an) ice cream is not melting, but there could be a highly unusual situation in which (a/an) ice cream is melting.
warm	neg	not_certain	winter	perceptual	conceptnet	eeba3cd4-5dbe-4ad0-8968-4b9b559d872b	implied_category	I know that (a/an) winter is warm as most or all other things similar to (a/an) winter are warm. 	liquid	wine	liquid	bread	I know that (a/an) wine is liquid as most or all other things similar to (a/an) wine are liquid. 	I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. 
