7a7b6e34-da3b-41b4-8b83-f569afd1c918,``Roll'' is one for the first things which come to mind when I hear ``shaft''.,``Cut'' is one for the first things which come to mind when I hear ``knife''.,``Float'' is one for the first things which come to mind when I hear ``needle''.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,typical_of_concept-roll-shaft
41e587bc-fb8e-4d38-87b2-44fbdea0c4b8,"Usually, (a/an) fern is not red, but there could be a highly unusual situation in which (a/an) fern is red.","Usually, (a/an) dog is not green, but there could be a highly unusual situation in which (a/an) dog is green.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,unusual-red-fern
fb5433d8-1c44-4508-8dd4-7d8afc52ec28,I know that being red is necessary for many things (a/an) fern does or is used for. ,I know that being bright is necessary for many things (a/an) flashlight does or is used for. ,I know that being grey is necessary for many things (a/an) car does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,affording_activity-red-fern
ac51936a-253f-4e69-a379-8f01cfdbcd78,I think it is impossible for (a/an) fern to be red.,I think it is impossible for (a/an) flame to be frozen.,I think it is impossible for (a/an) book to be light.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,impossible-red-fern
d641ca63-6864-4e1e-a192-badd4df80b3b,I know that (a/an) fern is red as most or all other things similar to (a/an) fern are red. ,I know that (a/an) cotten_candy is sweet as most or all other things similar to (a/an) cotten_candy are sweet. ,I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,implied_category-red-fern
3a2414f5-7382-449e-8c0b-35e7a3004f5c,``Fern'' is one of the first things which come to mind when I hear ``red''. ,``Snow'' is one of the first things which come to mind when I hear ``white''. ,``Water'' is one of the first things which come to mind when I hear ``grey''. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,typical_of_property-red-fern
857bd65b-7dac-4c57-ac1a-d11aef3da44e,"I think (a/an) fern can be red, but this is rare or uncommon","I think (a/an) snail can be purple, but this is rare or uncommon","I think (a/an) bell_pepper can be green, but this is rare or uncommon",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,rare-red-fern
9d347299-6595-4fe1-8906-8d675bec8d05,``Red'' is one for the first things which come to mind when I hear ``fern''.,``Bitter'' is one for the first things which come to mind when I hear ``coffee''.,``Salty'' is one for the first things which come to mind when I hear ``beer''.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,typical_of_concept-red-fern
b11228d5-1fa4-49c9-8779-82f7a9bf3554,You can find (a/an) fern which is red. Red is one of many possible colors (a/an) fern can have. The range of colors is almost ulimited. ,You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt can have. The range of colors is almost ulimited. ,You can find (a/an) pepper which is white. White is one of many possible colors (a/an) pepper can have. The range of colors is almost ulimited. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,variability_open-red-fern
79325eb7-b025-40f1-b4c8-7a5c79e9ac34,You can find (a/an) fern which is red. Red is one of a few possible colors (a/an) fern can have. There is only a limited range of possible colors.,You can find (a/an) rose which is white. White is one of a few possible colors (a/an) rose can have. There is only a limited range of possible colors.,You can find (a/an) flower which is white. White is one of a few possible colors (a/an) flower can have. There is only a limited range of possible colors.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,variability_limited-red-fern
70ac744f-92da-4066-a719-a7b8991d3c28,I know that (a/an) almond is round as most or all other things similar to (a/an) almond are round. ,I know that (a/an) cotten_candy is sweet as most or all other things similar to (a/an) cotten_candy are sweet. ,I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,implied_category-round-almond
299fd0aa-719f-4c52-8282-15293b18a815,"I could say ``(a/an) almond is round"", but I would most certainly not mean it literally.","I could say ``(a/an) anger is hot"", but I would most certainly not mean it literally.
I could say ``(a/an) person is cold"", but I would most certainly not mean it literally.
I could say ``(a/an) story is dark"", but I would most certainly not mean it literally.","I could say ``(a/an) fire is hot"", but I would most certainly not mean it literally.
I could say ``(a/an) stone is heavy"", but I would most certainly not mean it literally.
I could say ``(a/an) argument is liquid"", but I would most certainly not mean it literally.",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,creative-round-almond
dbd9ad1c-481d-4a51-a0b4-d59cebfd610c,You can find (a/an) almond which is round. Round is one of many possible shapes (a/an) almond can have. The range of shapes is almost ulimited. ,You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress can have. The range of colors is almost ulimited. ,You can find (a/an) canary which is white. White is one of many possible colors (a/an) canary can have. The range of colors is almost ulimited. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,variability_open-round-almond
519b1354-3cff-4f97-bf99-d7c217ad3185,"Usually, (a/an) almond is not round, but there could be a highly unusual situation in which (a/an) almond is round.","Usually, (a/an) dog is not green, but there could be a highly unusual situation in which (a/an) dog is green.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,unusual-round-almond
c98110ad-58c4-4028-abe5-6f09cbd7f34f,I think it is impossible for (a/an) almond to be round.,I think it is impossible for (a/an) steam to be solid.,I think it is impossible for (a/an) flame to be orange.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,impossible-round-almond
fb5326a8-8481-4cea-b442-b0186b3d3732,``Almond'' is one of the first things which come to mind when I hear ``round''. ,``Rainbow'' is one of the first things which come to mind when I hear ``colorful''. ,``Dress'' is one of the first things which come to mind when I hear ``white''. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,typical_of_property-round-almond
9060d52b-8102-46bf-ae78-6dc6374172b1,You can find (a/an) almond which is round. Round is one of a few possible shapes (a/an) almond can have. There is only a limited range of possible shapes.,You can find (a/an) apple which is green. Green is one of a few possible colors (a/an) apple can have. There is only a limited range of possible colors.,You can find (a/an) house which is white. White is one of a few possible colors (a/an) house can have. There is only a limited range of possible colors.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,variability_limited-round-almond
f7a28a75-c5a8-4296-b1c9-d422d3d8d972,"I think (a/an) almond can be round, but this is rare or uncommon","I think (a/an) rose can be black, but this is rare or uncommon.","I think (a/an) rose can be yellow, but this is rare or uncommon",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,rare-round-almond
4391c205-7ec3-49cd-9331-3589538e8d8e,I know that being round is necessary for many things (a/an) almond does or is used for. ,I know that being cold is necessary for many things (a/an) ice does or is used for. ,I know that being colorful is necessary for many things (a/an) dress does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,affording_activity-round-almond
c23d86d7-95ac-40bc-a07e-36ad8716fa20,``Round'' is one for the first things which come to mind when I hear ``almond''.,``Bitter'' is one for the first things which come to mind when I hear ``coffee''.,``Salty'' is one for the first things which come to mind when I hear ``beer''.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,typical_of_concept-round-almond
9f7313e6-25d8-472e-92ca-492c8f344056,I know that (a/an) cartridge can roll/be used for rolling as most or all other things similar to (a/an) cartridge roll. ,I know that (a/an) poodle can bark/be used for barking as most or all other things similar to (a/an) poodle bark. ,I know that (a/an) worm can run/be used for runing as most or all other things similar to (a/an) worm run. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,implied_category-roll-cartridge
d4816717-9e4f-4f8d-9ace-12c6591c8f29,You can find (a/an) cartridge which can roll/be used for rolling. This distinguishes a certain type of cartridge from others. ,You can find (a/an) dog which can hunt/be used for hunting. This distinguishes a certain type of dog from others. ,You can find (a/an) dog which can breathe/be used for breatheing. This distinguishes a certain type of dog from others. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,variability_limited-roll-cartridge
5814e814-3c99-48ef-8f2f-1f5eb4d430f8,"I think there is a cartridge  which can roll/be used for rolling, but this is rare or uncommon.","I think there is a toddler  which can read/be used for reading, but this is rare or uncommon.","I think there is a teenager  which can read/be used for reading, but this is rare or uncommon.",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,rare-roll-cartridge
be25e1a1-92da-4788-92d1-d0349e58b236,``Roll'' is one for the first things which come to mind when I hear ``cartridge''.,``Paint'' is one for the first things which come to mind when I hear ``brush''.,``Move'' is one for the first things which come to mind when I hear ``apple''.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,typical_of_concept-roll-cartridge
f3bbf79e-9b75-485d-b900-076bb5fbc38b,I think it is impossible for (a/an) cartridge to roll/be used for rolling.,I think it is impossible for (a/an) worm to walk/be used for walking.,I think it is impossible for (a/an) child to speak/be used for speaking.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,impossible-roll-cartridge
b27cb3b1-daae-4b16-b205-380b6fcb250b,"I could say ``(a/an) cartridge rolls/is used for rolling"", but I would most certainly not mean it literally.","I could say ``(a/an) idea grows/is used for growing"", but I would most certainly not mean it literally.
I could say ``(a/an) person glows/is used for glowing"", but I would most certainly not mean it literally.
I could say ``(a/an) thought burns/is used for burning"", but I would most certainly not mean it literally.","I could say ``(a/an) plant grows/is used for growing"", but I would most certainly not mean it literally.
I could say ``(a/an) situation smiles/is used for smileing"", but I would most certainly not mean it literally.
I could say ``(a/an) candle burns/is used for burning"", but I would most certainly not mean it literally.",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,creative-roll-cartridge
c343ce96-83aa-4794-99f0-235dbc5b54d2,You can find (a/an) cartridge which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ,You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,afforded_unusual-roll-cartridge
9a0472bb-4ac0-4ece-b800-5ba04a0a4430,``Cartridge'' is one of the first things which come to mind when I hear ``roll''. ,``Baby'' is one of the first things which come to mind when I hear ``cry''. ,``Teacher'' is one of the first things which come to mind when I hear ``walk''. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,typical_of_property-roll-cartridge
580ba3f5-80c1-4df9-8e49-d7e9b7bf806c,"Usually, (a/an) cartridge cannot roll/be used for rolling, but there could be a highly unusual situation in which (a/an) cartridge can roll.","Usually, (a/an) rat cannot cook/be used for cooking, but there could be a highly unusual situation in which (a/an) rat can cook.","Usually, (a/an) teacher cannot teach/be used for teaching, but there could be a highly unusual situation in which (a/an) teacher can teach.",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,unusual-roll-cartridge
4b6133a9-4de4-4665-bdec-513d92418f2d,I know that all or most cartridge(s) roll regularly or are used for rolling regularly. ,I know that all or most bug(s) crawl regularly or are used for crawling regularly. ,I know that all or most baby(s) walk regularly or are used for walking regularly. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,afforded_usual-roll-cartridge
258fe4a4-e3ab-40ce-a622-222e2b3931a7,I know that (a/an) bottle is round as most or all other things similar to (a/an) bottle are round. ,I know that (a/an) wine is liquid as most or all other things similar to (a/an) wine are liquid. ,I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,implied_category-round-bottle
b6410ce7-374f-4c26-99d7-9f5004256e1b,"I could say ``(a/an) bottle is round"", but I would most certainly not mean it literally.","I could say ``(a/an) anger is hot"", but I would most certainly not mean it literally.
I could say ``(a/an) person is cold"", but I would most certainly not mean it literally.
I could say ``(a/an) story is dark"", but I would most certainly not mean it literally.","I could say ``(a/an) fire is hot"", but I would most certainly not mean it literally.
I could say ``(a/an) stone is heavy"", but I would most certainly not mean it literally.
I could say ``(a/an) argument is liquid"", but I would most certainly not mean it literally.",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,creative-round-bottle
0c46dd66-6501-420f-8006-b40938f84c87,You can find (a/an) bottle which is round. Round is one of many possible shapes (a/an) bottle can have. The range of shapes is almost ulimited. ,You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt can have. The range of colors is almost ulimited. ,You can find (a/an) pepper which is white. White is one of many possible colors (a/an) pepper can have. The range of colors is almost ulimited. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,variability_open-round-bottle
c07986fd-b01c-48f0-99f5-de87c3b8be6d,I know that being round is necessary for many things (a/an) bottle does or is used for. ,I know that being bright is necessary for many things (a/an) flashlight does or is used for. ,I know that being grey is necessary for many things (a/an) car does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,affording_activity-round-bottle
ea0fc186-8d63-497f-b5aa-c3655601f461,``Bottle'' is one of the first things which come to mind when I hear ``round''. ,``Rainbow'' is one of the first things which come to mind when I hear ``colorful''. ,``Dress'' is one of the first things which come to mind when I hear ``white''. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,typical_of_property-round-bottle
2c046bcf-6147-4267-a980-73fdab8bbde2,``Round'' is one for the first things which come to mind when I hear ``bottle''.,``Heavy'' is one for the first things which come to mind when I hear ``rock''.,``White'' is one for the first things which come to mind when I hear ``rasperry''.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,typical_of_concept-round-bottle
30ead9dc-67fc-4dfd-8127-35d6b23b84be,"Usually, (a/an) bottle is not round, but there could be a highly unusual situation in which (a/an) bottle is round.","Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.","Usually, (a/an) beer is not brown, but there could be a highly unusual situation in which (a/an) beer is brown.",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,unusual-round-bottle
f69476d1-e76b-4a0a-b4d7-7643f01d6195,"I think (a/an) bottle can be round, but this is rare or uncommon","I think (a/an) tomato can be yellow, but this is rare or uncommon","I think (a/an) grizzly bear can be grey, but this is rare or uncommon",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,rare-round-bottle
107053ad-0cad-4d22-8c4e-2a1649512ea8,You can find (a/an) bottle which is round. Round is one of a few possible shapes (a/an) bottle can have. There is only a limited range of possible shapes.,You can find (a/an) rose which is white. White is one of a few possible colors (a/an) rose can have. There is only a limited range of possible colors.,You can find (a/an) flower which is white. White is one of a few possible colors (a/an) flower can have. There is only a limited range of possible colors.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,variability_limited-round-bottle
df2ff9ff-ac24-4dfc-95fe-25b858b56bcd,I think it is impossible for (a/an) bottle to be round.,I think it is impossible for (a/an) water to be dry.,I think it is impossible for (a/an) rose to be white.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,impossible-round-bottle
af561763-2ff9-4be8-8153-76d5dac7d542,I know that (a/an) pansy is red as most or all other things similar to (a/an) pansy are red. ,I know that (a/an) cotten_candy is sweet as most or all other things similar to (a/an) cotten_candy are sweet. ,I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,implied_category-red-pansy
272191a2-541e-4d10-a844-7eab3cfa863a,``Red'' is one for the first things which come to mind when I hear ``pansy''.,``Bitter'' is one for the first things which come to mind when I hear ``coffee''.,``Salty'' is one for the first things which come to mind when I hear ``beer''.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,typical_of_concept-red-pansy
f5d06c16-4c78-4ba0-9f37-910adbaa58a1,"Usually, (a/an) pansy is not red, but there could be a highly unusual situation in which (a/an) pansy is red.","Usually, (a/an) dog is not green, but there could be a highly unusual situation in which (a/an) dog is green.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,unusual-red-pansy
46def1d4-a462-4c8f-927e-b1c48c8b7967,"I could say ``(a/an) pansy is red"", but I would most certainly not mean it literally.","I could say ``(a/an) anger is hot"", but I would most certainly not mean it literally.
I could say ``(a/an) person is cold"", but I would most certainly not mean it literally.
I could say ``(a/an) story is dark"", but I would most certainly not mean it literally.","I could say ``(a/an) fire is hot"", but I would most certainly not mean it literally.
I could say ``(a/an) stone is heavy"", but I would most certainly not mean it literally.
I could say ``(a/an) argument is liquid"", but I would most certainly not mean it literally.",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,creative-red-pansy
c0260ba5-6ec6-4795-a59b-d7546857624a,You can find (a/an) pansy which is red. Red is one of many possible colors (a/an) pansy can have. The range of colors is almost ulimited. ,You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress can have. The range of colors is almost ulimited. ,You can find (a/an) canary which is white. White is one of many possible colors (a/an) canary can have. The range of colors is almost ulimited. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,variability_open-red-pansy
25fb4c8b-6b90-40f4-bd61-a92552ee5428,You can find (a/an) pansy which is red. Red is one of a few possible colors (a/an) pansy can have. There is only a limited range of possible colors.,You can find (a/an) pepper which is red. Red is one of a few possible colors (a/an) pepper can have. There is only a limited range of possible colors.,You can find (a/an) t-shirt which is red. Red is one of a few possible colors (a/an) t-shirt can have. There is only a limited range of possible colors.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,variability_limited-red-pansy
7e2e522b-141d-4cbb-9807-b7b546582433,``Pansy'' is one of the first things which come to mind when I hear ``red''. ,``Rainbow'' is one of the first things which come to mind when I hear ``colorful''. ,``Dress'' is one of the first things which come to mind when I hear ``white''. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,typical_of_property-red-pansy
4ebf062e-37e9-445d-9273-bc3087ef526f,"I think (a/an) pansy can be red, but this is rare or uncommon","I think (a/an) tomato can be yellow, but this is rare or uncommon","I think (a/an) grizzly bear can be grey, but this is rare or uncommon",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,rare-red-pansy
dc07f736-5675-4270-bded-23598e868e10,I think it is impossible for (a/an) pansy to be red.,I think it is impossible for (a/an) water to be dry.,I think it is impossible for (a/an) rose to be white.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,impossible-red-pansy
532b2e80-602c-40a6-885e-a02022716f98,I know that being red is necessary for many things (a/an) pansy does or is used for. ,I know that being pointy is necessary for many things (a/an) needle does or is used for. ,I know that being white is necessary for many things (a/an) t-shirt does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,affording_activity-red-pansy
ce3727b0-df61-4c92-8f26-fd57faeef701,I know that (a/an) ink is red as most or all other things similar to (a/an) ink are red. ,I know that (a/an) cotten_candy is sweet as most or all other things similar to (a/an) cotten_candy are sweet. ,I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,implied_category-red-ink
b2f61a34-7c36-485a-90eb-f16141e9050e,"Usually, (a/an) ink is not red, but there could be a highly unusual situation in which (a/an) ink is red.","Usually, (a/an) chocolate is not pink, but there could be a highly unusual situation in which (a/an) chocolate is pink.","Usually, (a/an) chocolate is not brown, but there could be a highly unusual situation in which (a/an) chocolate is brown.",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,unusual-red-ink
eb5d1417-dc3a-4c2c-ac68-d80f069e574a,You can find (a/an) ink which is red. Red is one of a few possible colors (a/an) ink can have. There is only a limited range of possible colors.,You can find (a/an) apple which is green. Green is one of a few possible colors (a/an) apple can have. There is only a limited range of possible colors.,You can find (a/an) house which is white. White is one of a few possible colors (a/an) house can have. There is only a limited range of possible colors.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,variability_limited-red-ink
5b410b78-aa88-4e3b-bac9-a2f2769f663b,I think it is impossible for (a/an) ink to be red.,I think it is impossible for (a/an) flame to be frozen.,I think it is impossible for (a/an) book to be light.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,impossible-red-ink
08a6f420-3db0-4357-ab8f-f405eafc73e9,"I think (a/an) ink can be red, but this is rare or uncommon","I think (a/an) snail can be purple, but this is rare or uncommon","I think (a/an) bell_pepper can be green, but this is rare or uncommon",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,rare-red-ink
44f02aa9-95f6-49d5-a95d-40260f941818,``Ink'' is one of the first things which come to mind when I hear ``red''. ,``Star'' is one of the first things which come to mind when I hear ``shining''. ,``Mouse'' is one of the first things which come to mind when I hear ``small''. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,typical_of_property-red-ink
1d6607c9-bb35-4bb5-ae6a-7252f953febb,I know that being red is necessary for many things (a/an) ink does or is used for. ,I know that being pointy is necessary for many things (a/an) needle does or is used for. ,I know that being white is necessary for many things (a/an) t-shirt does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,affording_activity-red-ink
b89cfd0a-ec21-4015-b0b6-85ccfe68628a,You can find (a/an) ink which is red. Red is one of many possible colors (a/an) ink can have. The range of colors is almost ulimited. ,You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower can have. The range of colors is almost ulimited. ,You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot can have. The range of colors is almost ulimited. ,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,variability_open-red-ink
997096a6-6f0d-4a2b-b256-3774639c9e97,"I could say ``(a/an) ink is red"", but I would most certainly not mean it literally.","I could say ``(a/an) anger is hot"", but I would most certainly not mean it literally.
I could say ``(a/an) person is cold"", but I would most certainly not mean it literally.
I could say ``(a/an) story is dark"", but I would most certainly not mean it literally.","I could say ``(a/an) fire is hot"", but I would most certainly not mean it literally.
I could say ``(a/an) stone is heavy"", but I would most certainly not mean it literally.
I could say ``(a/an) argument is liquid"", but I would most certainly not mean it literally.",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,creative-red-ink
d847b3eb-8c09-4bea-b381-287560541719,``Red'' is one for the first things which come to mind when I hear ``ink''.,``Heavy'' is one for the first things which come to mind when I hear ``rock''.,``White'' is one for the first things which come to mind when I hear ``rasperry''.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,typical_of_concept-red-ink
check1,I am still paying attention to this task.,The earth is round. ,The earth is flat.,3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,_check-_check1-_check1
test3,"In some situations, you will find chocolate which is white. White is one of a few possible options. ","In some situations, you will find a banana which is green. Green is one of a few possible options. ","In some situations, you will find a swan which is green. Green is one of a few possible options. ",3,1,https://app.prolific.co/submissions/complete?cc=7F21EEB3,test_true-_test3-_test
